8.30787	3.26948	0.932376
5.86095	0.504531	-0.274814
10.4083	2.06253	2.48633
7.43577	4.05701	2.49085
11.801	2.35855	9.93986
7.97845	4.56009	1.78324
8.20763	3.47269	1.20954
7.74703	3.52724	1.41772
7.06066	3.94831	1.16914
8.4138	2.98716	3.13974
7.82032	3.03863	0.807073
7.40039	2.56268	0.0452667
7.60215	1.31231	-0.953831
10.081	1.49816	-0.718175
6.9471	3.20654	1.61676
10.9643	-0.922579	-3.70241
8.37912	3.41424	2.15979
8.30872	-5.61228	1.32407
7.62407	3.59403	1.52235
7.16457	3.98359	0.677334
6.55131	2.66978	1.66716
7.31761	3.78659	0.984373
7.46422	5.20543	0.535341
7.66128	1.30975	-5.69315
8.92387	1.1942	0.961849
8.42694	2.2458	0.993519
8.30404	3.77676	1.82804
8.29201	3.14179	1.95644
8.19854	5.33497	2.40535
7.25503	3.77375	1.21991
7.84231	4.03185	1.84307
7.70705	4.09735	1.88531
10.5927	1.46985	0.789129
6.60404	4.07583	1.41902
7.03844	2.90027	-2.3503
9.3753	8.7009	1.54822
7.28279	4.79884	0.833691
7.41488	2.92046	4.3519
4.29885	1.36671	1.20563
7.85316	3.94364	1.8079
7.44243	3.53095	0.573225
2.47573	6.43821	-3.70599
12.6659	0.631444	-3.82855
8.32258	4.24162	1.81846
7.51844	3.27063	1.44008
7.14888	3.66663	1.36565
7.90857	7.39187	2.82751
8.9236	4.44489	1.37472
7.2803	3.91621	1.25451
15.1386	4.29762	-4.6664
3.58109	0.237651	-0.662083
5.9021	4.08376	2.05275
7.87919	4.69399	1.13967
8.69273	3.44664	1.01872
7.63494	2.62814	0.14141
8.79079	3.35941	1.09893
8.08759	3.79694	2.59773
5.93368	4.83188	1.85557
7.17445	2.77512	0.890183
8.57256	4.70504	2.32055
7.50867	0.135088	3.98669
7.8588	3.97936	1.13779
7.4221	4.02022	1.61344
6.497	3.41269	1.48087
8.09052	4.80792	2.24865
9.03799	4.72329	2.2365
7.287	8.10349	0.991015
7.63493	3.97084	1.39661
8.53674	5.65601	2.27228
7.88789	1.50575	1.8235
8.49307	3.72877	3.06995
8.42644	4.20781	1.9713
6.6727	5.05751	0.878096
7.95451	4.91568	1.61547
7.70342	5.25857	0.357777
8.41136	1.17987	0.216471
9.73798	4.17713	2.76396
6.9051	2.49222	2.3046
7.13753	3.37565	1.51768
6.99033	3.18769	0.920457
7.81029	4.47548	1.30087
7.25001	5.2471	-0.873358
8.29699	-4.19154	0.156014
8.70387	2.82312	2.12698
6.38276	2.13393	-0.719543
7.71593	3.86149	1.02451
8.44812	3.27232	1.08638
7.81057	3.72306	1.34217
7.67944	3.2127	1.06997
7.35132	2.39322	0.419633
8.96909	3.27233	0.652391
3.50245	2.66599	5.8892
7.13127	4.53881	1.31896
7.63568	3.42434	0.960364
7.66281	3.43407	2.73788
7.03063	3.4945	1.63337
7.8412	4.16848	0.854601
8.4691	2.15763	1.08847
5.98748	3.36271	0.197333
7.82833	3.71235	1.61727
23.5253	2.97035	-4.74733
26.8117	0.178056	-2.70861
22.8872	-0.559329	-4.55446
23.2752	-0.029231	-1.05604
25.3084	1.60212	-1.88199
22.861	-0.178665	-1.58534
23.3272	0.0664757	-1.23074
20.8543	1.12619	-1.73465
22.0357	1.84324	-1.86769
24.0359	0.572356	-1.58183
23.6507	2.93361	-4.60241
23.055	0.199386	-2.74109
23.6642	0.525414	-2.19678
23.4158	0.874613	-2.41532
24.0274	-1.96438	-0.0407395
23.2337	0.686633	-2.33584
24.3767	0.646148	-2.18809
24.5185	1.02706	-2.10304
23.6555	-0.0474288	-2.85926
23.9754	0.76678	-1.85527
24.2746	0.476032	-2.15356
23.3122	-0.323075	-3.58294
23.7943	0.99073	-2.2642
24.1704	0.298664	-3.0265
23.8389	0.189625	-1.5761
25.4204	-0.678539	0.274479
23.308	0.598433	-1.3735
23.8674	0.815288	-4.29957
24.6954	1.98641	-2.31936
23.8953	0.794348	-2.18303
23.6955	0.789484	-2.50623
23.7657	0.843484	-2.72896
23.3346	0.268822	-2.39887
22.8109	0.7113	-2.82195
23.4251	0.097441	-2.85863
22.8707	-1.14237	-3.89727
22.516	-1.17433	-1.66781
25.5527	-6.12909	-0.687545
23.5834	3.04681	-3.88105
20.8751	-2.45944	-2.75868
23.6322	0.944823	-1.66371
21.2403	-0.473565	-5.25932
24.5396	-0.104825	-4.59043
20.9194	-3.35653	-6.81715
21.0802	0.32457	-2.47627
24.3437	0.519035	-2.53409
23.2356	0.89801	-2.17488
24.768	0.753169	-2.33541
24.376	0.511418	-2.21881
24.1114	0.857121	-2.41365
22.7309	0.358912	-1.42285
24.0674	1.42461	-3.47294
23.6207	-0.451947	-1.82021
23.6808	1.70109	-2.19296
24.8272	0.672926	-2.52415
25.2356	-0.468976	-1.94678
22.3591	1.06101	-2.58193
22.9694	0.101442	-3.12005
25.1568	5.73208	-1.39567
23.3155	-0.878167	-2.35763
23.4393	0.421849	-1.94165
23.7462	1.1622	-2.09394
24.1406	-1.16127	-0.0923049
23.8855	1.60343	-0.621207
25.5203	-1.83417	-3.62353
23.9342	0.58561	-2.28459
24.6122	0.765092	-2.02857
22.4329	0.934998	-1.55385
23.9502	0.742155	-2.30466
23.1492	-0.230235	-1.55551
12.7343	-8.95182	-10.4023
23.5482	0.505713	-2.02309
23.2697	0.566403	-1.7326
23.6219	-1.25141	-0.758137
24.1964	0.31755	-2.03294
23.7591	0.899746	-2.04547
24.7837	-0.394	-5.24846
24.3603	0.56807	-1.56417
24.7585	1.06731	-2.73139
22.8755	-0.354148	-3.01221
25.0182	0.252289	-1.35077
24.4702	-0.195645	-1.18763
22.5447	1.00109	-2.33676
22.1851	0.342427	-1.00363
26.5385	0.757834	-2.18311
24.3631	0.328859	-1.46698
24.175	0.509211	-3.10046
23.6288	0.475551	-1.34348
24.6416	0.967781	-1.66485
23.7432	0.768174	-0.997468
24.7083	-2.20205	-3.35687
25.7053	-2.86303	-1.14394
22.3367	-0.262027	-0.338551
29.8708	2.3335	10.6082
24.382	1.71369	-2.49752
27.3326	1.97695	-1.78641
22.0674	0.372155	-3.2015
25.7244	-3.48006	-3.23875
24.8786	1.61393	-2.06406
23.8524	1.2819	-6.33905
